Date,Ticker,Bank_Name,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-04 00:00:00-04:00,GS,Goldman Sachs,52.58882078777198,53.453768498097176,48.437071778211035,48.696556091308594,22320900,0.0,0.0
1999-05-05 00:00:00-04:00,GS,Goldman Sachs,48.35059186304241,48.35059186304241,45.84224273240157,47.83162307739258,7565700,0.0,0.0
1999-05-06 00:00:00-04:00,GS,Goldman Sachs,47.0531579713374,48.004600503846056,46.404447153717854,47.009910583496094,2905700,0.0,0.0
1999-05-07 00:00:00-04:00,GS,Goldman Sachs,47.0099200912913,51.81038111257312,46.188219556116934,51.291412353515625,4862300,0.0,0.0
1999-05-10 00:00:00-04:00,GS,Goldman Sachs,50.77242183263696,50.858916588740264,48.610052930054465,48.912784576416016,2589400,0.0,0.0
1999-05-11 00:00:00-04:00,GS,Goldman Sachs,48.4370862572594,49.258786827695054,48.09110706970755,48.86956024169922,1839800,0.0,0.0
1999-05-12 00:00:00-04:00,GS,Goldman Sachs,49.12904788685494,51.81038676800371,47.8316258475894,50.858943939208984,2659300,0.0,0.0
1999-05-13 00:00:00-04:00,GS,Goldman Sachs,50.68592468313841,52.06984071544253,50.16695617102437,50.642677307128906,1142900,0.0,0.0
1999-05-14 00:00:00-04:00,GS,Goldman Sachs,49.30200449399192,49.99396245180233,47.78834646128164,48.56679916381836,2058400,0.0,0.0
1999-05-17 00:00:00-04:00,GS,Goldman Sachs,47.831636022348874,48.61008941150103,47.05318263319672,47.48565673828125,2075000,0.0,0.0
1999-05-18 00:00:00-04:00,GS,Goldman Sachs,47.22617227523053,48.739831643026385,47.139677454213626,47.48565673828125,1407100,0.0,0.0
1999-05-19 00:00:00-04:00,GS,Goldman Sachs,48.00458923559988,48.30732087942799,47.572115458702584,47.961341857910156,727400,0.0,0.0
1999-05-20 00:00:00-04:00,GS,Goldman Sachs,48.13431820703817,48.523544499817454,47.312618255615234,47.312618255615234,520800,0.0,0.0
1999-05-21 00:00:00-04:00,GS,Goldman Sachs,47.13963851222285,47.615359634823264,46.7071647644043,46.7071647644043,936200,0.0,0.0
1999-05-24 00:00:00-04:00,GS,Goldman Sachs,46.36120295912455,46.534192522404865,44.977286452882026,45.19352340698242,1493000,0.0,0.0
1999-05-25 00:00:00-04:00,GS,Goldman Sachs,44.37182515166526,45.625999546790304,44.28533036579457,44.631309509277344,1662400,0.0,0.0
1999-05-26 00:00:00-04:00,GS,Goldman Sachs,45.40976593825991,46.101724276366724,43.63662269686119,45.71249771118164,1602900,0.0,0.0
1999-05-27 00:00:00-04:00,GS,Goldman Sachs,44.977280169835396,46.880165100097656,44.761043245941956,46.880165100097656,1220500,0.0,0.0
1999-05-28 00:00:00-04:00,GS,Goldman Sachs,46.880168419972186,47.615374013274334,46.361199765876556,47.009910583496094,901900,0.0,0.0
1999-06-01 00:00:00-04:00,GS,Goldman Sachs,46.10170987286145,46.10170987286145,43.98258812448414,44.415061950683594,953900,0.0,0.0
1999-06-02 00:00:00-04:00,GS,Goldman Sachs,44.1123288422234,44.32856574831273,42.90140216812315,43.76634979248047,2204300,0.0,0.0
