Date,Ticker,Bank_Name,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21 00:00:00-05:00,BAC,Bank of America,1.507640480995178,1.507640480995178,1.507640480995178,1.5076404809951782,99200,0.0,0.0
1973-02-22 00:00:00-05:00,BAC,Bank of America,1.5127332210540771,1.5127332210540771,1.5127332210540771,1.5127332210540771,47200,0.0,0.0
1973-02-23 00:00:00-05:00,BAC,Bank of America,1.507640480995178,1.507640480995178,1.507640480995178,1.5076404809951782,133600,0.0,0.0
1973-02-26 00:00:00-05:00,BAC,Bank of America,1.507640480995178,1.507640480995178,1.507640480995178,1.5076404809951782,24000,0.0,0.0
1973-02-27 00:00:00-05:00,BAC,Bank of America,1.507640480995178,1.507640480995178,1.507640480995178,1.5076404809951782,41600,0.0,0.0
1973-02-28 00:00:00-05:00,BAC,Bank of America,1.507640480995178,1.507640480995178,1.507640480995178,1.5076404809951782,66400,0.0,0.0
1973-03-01 00:00:00-05:00,BAC,Bank of America,1.5178271532058716,1.5178271532058716,1.5178271532058716,1.5178271532058716,93600,0.0,0.0
1973-03-02 00:00:00-05:00,BAC,Bank of America,1.5229207277297974,1.5229207277297974,1.5229207277297974,1.5229207277297974,26400,0.0,0.0
1973-03-05 00:00:00-05:00,BAC,Bank of America,1.5432946681976318,1.5432946681976318,1.5432946681976318,1.5432946681976318,68000,0.0,0.0
1973-03-06 00:00:00-05:00,BAC,Bank of America,1.5891342163085938,1.5891342163085938,1.5891342163085938,1.5891342163085938,76800,0.0,0.0
1973-03-07 00:00:00-05:00,BAC,Bank of America,1.5891342163085938,1.5891342163085938,1.5891342163085938,1.5891342163085938,51200,0.0,0.0
1973-03-08 00:00:00-05:00,BAC,Bank of America,1.5993220806121826,1.5993220806121826,1.5993220806121826,1.5993220806121826,84800,0.0,0.0
1973-03-09 00:00:00-05:00,BAC,Bank of America,1.5993220806121826,1.5993220806121826,1.5993220806121826,1.5993220806121826,78400,0.0,0.0
1973-03-12 00:00:00-05:00,BAC,Bank of America,1.5942275524139404,1.5942275524139404,1.5942275524139404,1.5942275524139404,73600,0.0,0.0
1973-03-13 00:00:00-05:00,BAC,Bank of America,1.5993220806121826,1.5993220806121826,1.5993220806121826,1.5993220806121826,47200,0.0,0.0
