Date,Ticker,Bank_Name,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 00:00:00-04:00,WFC,Wells Fargo,0.1381734013557434,0.13858232330381642,0.1381734013557434,0.1381734013557434,249600,0.0,0.0
1972-06-02 00:00:00-04:00,WFC,Wells Fargo,0.138582244515419,0.13980856054442856,0.138582244515419,0.138582244515419,172800,0.0,0.0
1972-06-05 00:00:00-04:00,WFC,Wells Fargo,0.13858234545698542,0.1406262069940567,0.1381734234435439,0.1406262069940567,302400,0.0,0.0
1972-06-06 00:00:00-04:00,WFC,Wells Fargo,0.1406262069940567,0.14307899054456946,0.14021743468664244,0.1406262069940567,196800,0.0,0.0
1972-06-07 00:00:00-04:00,WFC,Wells Fargo,0.14062615792211883,0.14062615792211883,0.13939984142780304,0.13939984142780304,48000,0.0,0.0
1972-06-08 00:00:00-04:00,WFC,Wells Fargo,0.13939982306957271,0.14062613940238902,0.13899105095863393,0.13980859518051147,144000,0.0,0.0
1972-06-09 00:00:00-04:00,WFC,Wells Fargo,0.13980859518051147,0.14062613940238902,0.13899105095863393,0.13980859518051147,43200,0.0,0.0
1972-06-12 00:00:00-04:00,WFC,Wells Fargo,0.1406260805186746,0.14144377410411835,0.1406260805186746,0.14144377410411835,24000,0.0,0.0
1972-06-13 00:00:00-04:00,WFC,Wells Fargo,0.14103497751331,0.14103497751331,0.13899096846580505,0.13899096846580505,76800,0.0,0.0
1972-06-14 00:00:00-04:00,WFC,Wells Fargo,0.13899096846580505,0.13980851220246046,0.13899096846580505,0.13899096846580505,244800,0.0,0.0
1972-06-15 00:00:00-04:00,WFC,Wells Fargo,0.1398085323026398,0.14021730422973633,0.1398085323026398,0.14021730422973633,206400,0.0,0.0
1972-06-16 00:00:00-04:00,WFC,Wells Fargo,0.14021730857889902,0.14144377410411835,0.14021730857889902,0.14144377410411835,48000,0.0,0.0
1972-06-19 00:00:00-04:00,WFC,Wells Fargo,0.1406260761568329,0.1406260761568329,0.14021730422973633,0.14021730422973633,91200,0.0,0.0
1972-06-20 00:00:00-04:00,WFC,Wells Fargo,0.14021743468664244,0.1406262069940567,0.14021743468664244,0.1406262069940567,14400,0.0,0.0
1972-06-21 00:00:00-04:00,WFC,Wells Fargo,0.1406260761568329,0.1406260761568329,0.14021730422973633,0.14021730422973633,48000,0.0,0.0
1972-06-22 00:00:00-04:00,WFC,Wells Fargo,0.14021730857889902,0.14144377410411835,0.13980853663912346,0.14144377410411835,86400,0.0,0.0
1972-06-23 00:00:00-04:00,WFC,Wells Fargo,0.14226136010139787,0.1434878259897232,0.14226136010139787,0.1434878259897232,96000,0.0,0.0
1972-06-26 00:00:00-04:00,WFC,Wells Fargo,0.14348788202779866,0.1438966542482376,0.14226141566048642,0.1438966542482376,62400,0.0,0.0
1972-06-27 00:00:00-04:00,WFC,Wells Fargo,0.14471407234668732,0.14553161607380974,0.14471407234668732,0.14471407234668732,67200,0.0,0.0
1972-06-28 00:00:00-04:00,WFC,Wells Fargo,0.14594057787477382,0.14880213141441345,0.14594057787477382,0.14880213141441345,144000,0.0,0.0
1972-06-29 00:00:00-04:00,WFC,Wells Fargo,0.14839330315589905,0.14839330315589905,0.14839330315589905,0.14839330315589905,28800,0.0,0.0
1972-06-30 00:00:00-04:00,WFC,Wells Fargo,0.14880211826934378,0.15043720602989197,0.14880211826934378,0.15043720602989197,72000,0.0,0.0
1972-07-03 00:00:00-04:00,WFC,Wells Fargo,0.15043730324231055,0.15289008617401123,0.15043730324231055,0.15289008617401123,57600,0.0,0.0
1972-07-05 00:00:00-04:00,WFC,Wells Fargo,0.15289002521797085,0.15289002521797085,0.15125493705272675,0.15125493705272675,211200,0.0,0.0
1972-07-06 00:00:00-04:00,WFC,Wells Fargo,0.15207247782545688,0.15861327946186066,0.15207247782545688,0.15861327946186066,254400,0.0,0.0
1972-07-07 00:00:00-04:00,WFC,Wells Fargo,0.15861328756417117,0.16106606958987518,0.15861328756417117,0.1594308316707611,412800,0.0,0.0
1972-07-10 00:00:00-04:00,WFC,Wells Fargo,0.15943086938201476,0.16024841368198395,0.1586133250820456,0.16024841368198395,0,0.0,0.0
1972-07-11 00:00:00-04:00,WFC,Wells Fargo,0.16024841368198395,0.16065733553793815,0.15943086938201476,0.16024841368198395,2904000,0.0,0.0
1972-07-12 00:00:00-04:00,WFC,Wells Fargo,0.16024841368198395,0.16106610768792273,0.16024841368198395,0.16024841368198395,259200,0.0,0.0
1972-07-13 00:00:00-04:00,WFC,Wells Fargo,0.16024839915144184,0.1618836373090744,0.16024839915144184,0.1618836373090744,225600,0.0,0.0
